,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change,returnsMultiple
298,WH,80,84.79,83.18,79.9,65.24,93.72,Consumer Services,Hotels/Resorts/Cruise lines,3.04,1.18
156,KMI,80,18.14,17.01,16.87,15.01,19.74,Industrial Services,Oil & Gas Pipelines,0.26,1.17
80,CW,80,146.77,136.76,132.11,111.26,162.98,Electronic Technology,Aerospace & Defense,1.71,1.17
147,INSW,79,17.74,16.68,16.66,13.05,21.43,Transportation,Marine Shipping,2.7,1.16
201,NI,79,30.15,27.15,26.52,23.65,32.59,Utilities,Gas Distributors,0.09,1.16
52,CERN,79,92.89,83.7,82.16,69.08,93.87,Technology Services,Information Technology Services,0.16,1.16
184,MNTK,79,10.69,10.68,9.97,6.15,14.0,Utilities,Electric Utilities,3.6,1.16
3,ACGL,79,47.1,44.28,43.15,36.53,49.51,Finance,Multi-Line Insurance,0.58,1.16
265,SWX,79,74.34,69.7,69.5,62.54,90.7,Utilities,Gas Distributors,0.32,1.16
11,AIZ,79,174.06,162.39,161.78,144.18,190.95,Finance,Multi-Line Insurance,0.11,1.16
127,H,79,94.53,88.79,85.31,67.7,108.1,Consumer Services,Hotels/Resorts/Cruise lines,3.28,1.16
258,SRE,79,153.58,136.88,135.19,119.56,172.84,Utilities,Electric Utilities,-0.5,1.16
246,SEDG,79,299.78,295.1,289.23,199.33,389.71,Producer Manufacturing,Electrical Products,0.84,1.16
114,FMC,79,125.75,109.7,106.85,87.27,140.35,Process Industries,Chemicals: Agricultural,1.42,1.16
89,DNOW,79,10.23,9.15,8.94,6.83,11.87,Distribution Services,Wholesale Distributors,4.24,1.16
95,ENVA,78,39.15,38.47,36.96,30.04,47.88,Finance,Finance/Rental/Leasing,4.5,1.15
282,UNM,78,29.62,26.76,26.6,22.25,33.52,Finance,Life/Health Insurance,1.3,1.15
37,BHF,78,52.16,51.59,50.01,40.03,62.33,Finance,Life/Health Insurance,4.08,1.15
288,VIVO,78,25.95,21.75,21.3,17.0,28.72,Health Technology,Biotechnology,-0.72,1.15
51,CEQP,77,30.02,28.15,27.66,23.57,33.94,Industrial Services,Oil & Gas Pipelines,1.03,1.14
309,Y,77,741.93,688.45,683.31,585.1,862.87,Finance,Property/Casualty Insurance,-0.24,1.14
126,GPOR,77,77.24,76.8,74.42,58.71,94.57,Energy Minerals,Oil & Gas Production,-2.93,1.14
59,CLBK,76,21.63,20.28,19.68,16.34,22.71,Finance,Savings Banks,1.16,1.13
164,LMT,76,432.3,376.63,371.89,324.23,479.99,Electronic Technology,Aerospace & Defense,-1.61,1.13
97,EPAY,76,56.67,51.08,48.42,36.05,56.92,Technology Services,Packaged Software,-0.09,1.13
93,EIX,75,65.86,63.4,61.57,54.14,72.64,Utilities,Electric Utilities,0.08,1.12
272,TRN,75,31.45,29.32,28.76,24.7,35.35,Producer Manufacturing,Trucks/Construction/Farm Machinery,1.54,1.12
249,SFM,75,31.14,27.49,26.78,21.18,35.34,Retail Trade,Food Retail,3.56,1.12
56,CHKP,75,137.84,124.02,123.88,107.85,149.62,Technology Services,Internet Software/Services,1.55,1.12
177,MET,75,68.71,64.85,63.35,55.21,72.55,Finance,Life/Health Insurance,0.86,1.12
84,DAR,75,73.97,71.96,71.77,58.7,85.98,Process Industries,Agricultural Commodities/Milling,2.2,1.12
86,DE,74,396.57,367.01,365.38,320.5,445.53,Producer Manufacturing,Trucks/Construction/Farm Machinery,-0.14,1.11
226,PKG,74,151.41,140.42,140.37,124.78,164.34,Process Industries,Containers/Packaging,1.96,1.11
5,ACM,73,74.67,71.37,69.32,58.36,79.97,Industrial Services,Engineering & Construction,1.54,1.1
137,HPQ,73,36.74,34.17,32.71,26.11,41.47,Electronic Technology,Computer Processing Hardware,0.68,1.1
87,DINO,73,36.07,34.55,33.41,27.17,40.95,Energy Minerals,Oil Refining/Marketing,-0.37,1.1
261,STE,73,236.1,229.7,225.53,188.1,251.69,Health Technology,Medical Specialties,2.25,1.1
29,ATO,73,113.66,101.64,100.45,85.8,122.5,Utilities,Gas Distributors,0.84,1.1
142,HWM,73,34.94,32.57,32.48,27.41,37.66,Electronic Technology,Aerospace & Defense,3.39,1.1
223,PCRX,72,71.14,61.74,60.75,45.05,82.16,Health Technology,Pharmaceuticals: Major,1.3,1.09
205,NTCT,72,31.65,30.65,29.95,24.82,34.87,Technology Services,Information Technology Services,0.49,1.09
139,HRL,71,49.92,46.11,45.87,40.48,53.9,Consumer Non-Durables,Food: Meat/Fish/Dairy,1.34,1.08
146,INSP,71,238.88,238.62,229.14,159.18,286.29,Health Technology,Medical Specialties,4.55,1.08
291,VRNT,71,51.06,49.44,47.87,41.46,55.75,Technology Services,Information Technology Services,2.83,1.08
169,LRN,71,34.32,34.06,33.62,25.55,38.4,Consumer Services,Other Consumer Services,1.58,1.08
287,VIRT,71,35.59,30.2,29.04,23.19,38.63,Finance,Investment Banks/Brokers,-1.24,1.08
125,GOLD,69,23.59,20.33,20.24,17.27,26.07,Non-Energy Minerals,Precious Metals,-1.46,1.07
243,SA,69,18.16,17.55,17.54,14.85,22.22,Non-Energy Minerals,Precious Metals,-3.7,1.07
91,ECOL,69,46.72,37.16,36.97,26.26,48.03,Industrial Services,Environmental Services,0.0,1.07
210,NXGN,69,19.99,17.64,17.16,13.64,21.87,Technology Services,Information Technology Services,0.67,1.07
214,ORA,69,75.66,74.38,73.04,60.32,87.08,Utilities,Alternative Power Generation,0.89,1.07
30,ATSG,69,30.55,27.92,27.24,21.42,34.54,Transportation,Airlines,0.71,1.07
